VAR,Variable,COU,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),ISR,Israel,2013,2013,PC,Percentage,0,Units,,,98.8,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),ISR,Israel,2014,2014,PC,Percentage,0,Units,,,98.9,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),ISR,Israel,2015,2015,PC,Percentage,0,Units,,,99,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),ISR,Israel,2016,2016,PC,Percentage,0,Units,,,99,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),ISR,Israel,2017,2017,PC,Percentage,0,Units,,,99,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2000,2000,PC,Percentage,0,Units,,,71.4,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2005,2005,PC,Percentage,0,Units,,,85.1,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2010,2010,PC,Percentage,0,Units,,,86.9,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2011,2011,PC,Percentage,0,Units,,,89.6,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2012,2012,PC,Percentage,0,Units,,,88.9,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2013,2013,PC,Percentage,0,Units,,,90.3,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2014,2014,PC,Percentage,0,Units,,,90.5,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2015,2015,PC,Percentage,0,Units,,,91.7,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2016,2016,PC,Percentage,0,Units,,,92,,
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),SVN,Slovenia,2017,2017,PC,Percentage,0,Units,,,95.7,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,1990,1990,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,2000,2000,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,2010,2010,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,AUT,Austria,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2000,2000,PC,Percentage,0,Units,,,23.83259964,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2005,2005,PC,Percentage,0,Units,,,19.60329819,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2010,2010,PC,Percentage,0,Units,,,7.25,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2011,2011,PC,Percentage,0,Units,,,7.24,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2012,2012,PC,Percentage,0,Units,,,7.22,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2013,2013,PC,Percentage,0,Units,,,16.43,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2014,2014,PC,Percentage,0,Units,,,15.44,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2015,2015,PC,Percentage,0,Units,,,14.26,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2016,2016,PC,Percentage,0,Units,,,5.9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,BEL,Belgium,2017,2017,PC,Percentage,0,Units,,,5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,1990,1990,PC,Percentage,0,Units,,,2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2000,2000,PC,Percentage,0,Units,,,2.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2005,2005,PC,Percentage,0,Units,,,2.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2010,2010,PC,Percentage,0,Units,,,2.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2011,2011,PC,Percentage,0,Units,,,2.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CZE,Czech Republic,2017,2017,PC,Percentage,0,Units,,,-0.1,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,1970,1970,PC,Percentage,0,Units,,,40.47999954,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,1990,1990,PC,Percentage,0,Units,,,0.6913755,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DNK,Denmark,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,1970,1970,PC,Percentage,0,Units,,,26,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,1980,1980,PC,Percentage,0,Units,,,4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,1990,1990,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FIN,Finland,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2013,2013,PC,Percentage,0,Units,,,0.099998474,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,FRA,France,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,DEU,Germany,2016,2016,PC,Percentage,0,Units,,,2.87,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,GRC,Greece,2010,2010,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,GRC,Greece,2011,2011,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,GRC,Greece,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,GRC,Greece,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,GRC,Greece,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,1970,1970,PC,Percentage,0,Units,,,15,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,1980,1980,PC,Percentage,0,Units,,,17,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,1990,1990,PC,Percentage,0,Units,,,19.00000038,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2000,2000,PC,Percentage,0,Units,,,17.61289902,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2005,2005,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2014,2014,PC,Percentage,0,Units,,,0.002592943,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2015,2015,PC,Percentage,0,Units,,,0.038298657,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2016,2016,PC,Percentage,0,Units,,,0.039638453,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,HUN,Hungary,2017,2017,PC,Percentage,0,Units,,,0.002592943,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISL,Iceland,1990,1990,PC,Percentage,0,Units,,,4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISL,Iceland,2000,2000,PC,Percentage,0,Units,,,57,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISL,Iceland,2005,2005,PC,Percentage,0,Units,,,32,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISL,Iceland,2010,2010,PC,Percentage,0,Units,,,25,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,1980,1980,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,1990,1990,PC,Percentage,0,Units,,,22,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2011,2011,PC,Percentage,0,Units,,,3.859999895,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2012,2012,PC,Percentage,0,Units,,,3.3,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2013,2013,PC,Percentage,0,Units,,,2.8,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2014,2014,PC,Percentage,0,Units,,,31.7,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2015,2015,PC,Percentage,0,Units,,,2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2016,2016,PC,Percentage,0,Units,,,1.6,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,IRL,Ireland,2017,2017,PC,Percentage,0,Units,,,1.6,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,MEX,Mexico,2000,2000,PC,Percentage,0,Units,,,36.3,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,MEX,Mexico,2005,2005,PC,Percentage,0,Units,,,32.6,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,MEX,Mexico,2010,2010,PC,Percentage,0,Units,,,25.80023472,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,1970,1970,PC,Percentage,0,Units,,,56,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,1980,1980,PC,Percentage,0,Units,,,13.5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,1990,1990,PC,Percentage,0,Units,,,2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2005,2005,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NLD,Netherlands,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,1970,1970,PC,Percentage,0,Units,,,64,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,1980,1980,PC,Percentage,0,Units,,,46,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,1990,1990,PC,Percentage,0,Units,,,20,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2000,2000,PC,Percentage,0,Units,,,5.9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2005,2005,PC,Percentage,0,Units,,,5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2010,2010,PC,Percentage,0,Units,,,4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2011,2011,PC,Percentage,0,Units,,,3.7,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2012,2012,PC,Percentage,0,Units,,,3.5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2013,2013,PC,Percentage,0,Units,,,3.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2014,2014,PC,Percentage,0,Units,,,3,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2015,2015,PC,Percentage,0,Units,,,2.4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2016,2016,PC,Percentage,0,Units,,,2.2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,NOR,Norway,2017,2017,PC,Percentage,0,Units,,,1.9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2005,2005,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2016,2016,PC,Percentage,0,Units,,,0.1,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,POL,Poland,2017,2017,PC,Percentage,0,Units,,,0.1,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,PRT,Portugal,1980,1980,PC,Percentage,0,Units,,,33,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,PRT,Portugal,1990,1990,PC,Percentage,0,Units,,,34.40000153,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,PRT,Portugal,2005,2005,PC,Percentage,0,Units,,,9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,PRT,Portugal,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,1980,1980,PC,Percentage,0,Units,,,13.30000019,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,1990,1990,PC,Percentage,0,Units,,,7.64,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2000,2000,PC,Percentage,0,Units,,,4.2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2005,2005,PC,Percentage,0,Units,,,1.9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2010,2010,PC,Percentage,0,Units,,,1.5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2011,2011,PC,Percentage,0,Units,,,1.6,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2012,2012,PC,Percentage,0,Units,,,1.39,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2013,2013,PC,Percentage,0,Units,,,25.31,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2014,2014,PC,Percentage,0,Units,,,24.01,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2015,2015,PC,Percentage,0,Units,,,23.8,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2016,2016,PC,Percentage,0,Units,,,0.53,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SVK,Slovak Republic,2017,2017,PC,Percentage,0,Units,,,0.5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ESP,Spain,2000,2000,PC,Percentage,0,Units,,,12,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ESP,Spain,2010,2010,PC,Percentage,0,Units,,,2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ESP,Spain,2012,2012,PC,Percentage,0,Units,,,0.9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ESP,Spain,2014,2014,PC,Percentage,0,Units,,,0.3,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,1970,1970,PC,Percentage,0,Units,,,37,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,1980,1980,PC,Percentage,0,Units,,,18,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,1990,1990,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2005,2005,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2010,2010,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2011,2011,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,SWE,Sweden,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2000,2000,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2005,2005,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,0.02,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,TUR,Turkey,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2000,2000,PC,Percentage,0,Units,,,72.40000153,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2005,2005,PC,Percentage,0,Units,,,21.68000031,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2010,2010,PC,Percentage,0,Units,,,8.969703674,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,5.552101135,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2012,2012,PC,Percentage,0,Units,,,-0.00010252,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,-0.00010252,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2014,2014,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,CHL,Chile,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,1990,1990,PC,Percentage,0,Units,,,9,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2000,2000,PC,Percentage,0,Units,,,1,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2005,2005,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2010,2010,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2011,2011,PC,Percentage,0,Units,,,0,E,Estimated value
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2012,2012,PC,Percentage,0,Units,,,5,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2013,2013,PC,Percentage,0,Units,,,0.15,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2014,2014,PC,Percentage,0,Units,,,4,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2015,2015,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2016,2016,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,EST,Estonia,2017,2017,PC,Percentage,0,Units,,,0,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,1980,1980,PC,Percentage,0,Units,,,22.79999924,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,1990,1990,PC,Percentage,0,Units,,,11.8,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2000,2000,PC,Percentage,0,Units,,,7.7,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2005,2005,PC,Percentage,0,Units,,,4.1,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2010,2010,PC,Percentage,0,Units,,,2.6,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2011,2011,PC,Percentage,0,Units,,,2.2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2012,2012,PC,Percentage,0,Units,,,2.2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2013,2013,PC,Percentage,0,Units,,,2.2,,
PUBNOTR,Connected to a wastewater treatment plant without treatment,ISR,Israel,2014,2014,PC,Percentage,0,Units,,,2.2,,
